GEOID20,District
34005100011,5
34005100018,5
34005100009,5
34005100001,5
34005100004,5
34023105029,8
34023105028,8
34035040328,8
34035040324,8
34035040329,8
34035040425,8
34023090005,8
34023105003,8
34023105027,8
34023090001,8
34023090007,8
34023065108,8
34021050015,8
34021065009,8
34021065006,8
34021050016,8
34021050019,8
34023090013,8
34021050017,8
34021050018,8
34021050013,8
34005115001,5
34023105023,8
34023105030,8
34023105002,8
34023105017,8
34023105014,8
34023105013,8
34023105010,8
34023105025,8
34023105019,8
34023105020,8
34019085004,7
34019130001,7
34019035001,7
34019085002,7
34019040002,7
34019035003,7
34019035004,7
34019080002,7
34019035002,7
34021050011,8
34021050012,8
34021050014,8
34021060001,8
34021065013,8
34021065003,8
34021050021,8
34021050020,8
34019040001,7
34019040005,7
34021050007,8
34021050010,8
34021050008,8
34021065002,8
34021050005,8
34021050009,8
34019105018,7
34019045003,9
34019105011,7
34019105010,7
34019105016,9
34019080001,9
34019050002,9
34019105005,9
34019105003,9
34019050003,9
34019005002,9
34021050003,8
34021050002,8
34021065004,8
34021050001,8
34019050001,9
34019125004,9
34019110006,9
34019030007,9
34019030001,9
34019030011,9
34019040004,7
34021030006,7
34019105013,7
34019040003,7
34019105008,9
34035050030,7
34021025002,7
34021025001,7
34035050008,7
34035065003,7
34035065004,8
34019110011,9
34035025012,10
34019110001,9
34019070001,9
34019095004,9
34019095005,9
34019095003,9
34041110005,9
34019095001,9
34019020001,9
34019095002,9
34027190012,9
34041095201,9
34041095101,9
34041100001,9
34041095401,9
34019005001,9
34019005003,9
34019005004,9
34019095006,9
34041080003,9
34035030023,10
34035030010,10
34035010016,10
34023105016,8
34007043019,5
34007043020,5
34007043013,5
34019085001,7
34021030003,7
34035040101,8
34035085001,8
34035065001,8
34019100001,9
34005030010,5
34005075301,7
34005075302,7
34019080004,7
34019080003,9
34035065013,8
34021050022,8
34035065002,8
34035065014,8
34035065015,8
34035065018,8
34019075001,9
34041100002,9
34019075004,9
34005040016,5
34005040017,5
34005040015,5
34005040014,5
34005040002,5
34005040019,5
34007085009,5
34007043048,5
34005040005,5
34005040018,5
34005040003,5
34005040008,5
34005040020,5
34005160001,5
34007055010,5
34007040206,5
34007185002,5
34007040204,5
34007055009,5
34007040205,5
34007077203,5
34007077103,5
34007077201,5
34007077101,5
34007077102,5
34007077202,5
34007077302,5
34007040203,5
34007040211,5
34007040202,5
34007040201,5
34007135005,5
34007040303,5
34007135020,5
34005140007,5
34005140006,5
34005140005,5
34005140004,5
34007135006,5
34007135004,5
34007135016,5
34007040308,5
34007040407,5
34007040408,5
34007040409,5
34007040305,5
34007040301,5
34005140008,5
34005140009,5
34005040007,5
34007020005,5
34007020006,5
34007125004,5
34007077301,5
34005100008,5
34005100006,5
34005100005,5
34005100014,5
34005100007,5
34007135019,5
34007135012,5
34007135007,5
34007040106,5
34007040107,5
34007040110,5
34007040109,5
34007040108,5
34007040105,5
34007040102,5
34007040101,5
34007120003,5
34007135010,5
34007135011,5
34007120001,5
34007043008,5
34007120002,5
34007040103,5
34007040410,5
34007040401,5
34007185001,5
34007040207,5
34007080014,5
34007080001,5
34007085008,5
34007043021,5
34007043025,5
34007043012,5
34007080006,5
34007125001,5
34007005003,5
34007010001,5
34007125002,5
34007040208,5
34007040209,5
34007135023,5
34007135017,5
34007040210,5
34007090007,5
34007090006,5
34007040403,5
34007040104,5
34007135013,5
34007043010,5
34007085003,5
34007085007,5
34007085001,5
34007085002,5
34007043024,5
34007043015,5
34007043041,5
34007043023,5
34007043003,5
34007043004,5
34007043006,5
34007043001,5
34007080012,5
34007080015,5
34007080010,5
34007080009,5
34007055007,5
34007080013,5
34007080008,5
34007043009,5
34007135024,5
34007080011,5
34007080003,5
34007080002,5
34007080005,5
34007130004,5
34007055003,5
34007005008,5
34007005004,5
34007090001,5
34007085005,5
34007090004,5
34007005007,5
34007085006,5
34007055002,5
34007080007,5
34007055012,5
34007055004,5
34007055008,5
34007135015,5
34007055006,5
34007130002,5
34007055005,5
34007130003,5
34007080004,5
34007005001,5
34007005005,5
34007043032,5
34007085010,5
34007090005,5
34007055011,5
34007040304,5
34007005006,5
34007005002,5
34007135022,5
34007040306,5
34007040406,5
34007040307,5
34007040309,5
34007040302,5
34007135002,5
34007135021,5
34007135008,5
34007135001,5
34007043038,5
34005100013,5
34005100003,5
34005100010,5
34005100012,5
34005100002,5
34005100019,5
34005100017,5
34005160003,5
34005140003,5
34005140002,5
34005040006,5
34005140001,5
34005160002,5
34005040004,5
34019075005,9
34019075003,9
34019015001,9
34041035002,9
34019010002,9
34041035004,9
34041025003,9
34041035001,9
34019075002,9
34041010002,9
34041075003,9
34041075002,9
34041050001,9
34041010001,9
34019055001,9
34041035003,9
34041075001,9
34041015002,9
34041015003,9
34041115002,9
34041075007,9
34041095301,9
34041095601,9
34041100004,9
34041100003,9
34041095702,9
34041095703,9
34041095701,9
34041075006,9
34041095602,9
34041095502,9
34041075004,9
34041075005,9
34041095501,9
34041015001,9
34005015301,8
34005015201,8
34005020007,8
34005015102,8
34005020005,8
34005020006,8
34005020004,8
34021015014,7
34005020002,8
34005020003,8
34005035001,8
34005015101,8
34005020008,8
34005035002,8
34029115001,6
34005130001,6
34005135001,6
34005175001,6
34005150006,6
34005055007,6
34005095008,6
34021005006,8
34005095006,6
34005200002,6
34005175003,6
34005150010,6
34021015049,8
34021015031,8
34021015024,8
34021015037,8
34021015008,8
34021015046,8
34021015029,8
34021015063,8
34021015038,8
34005150007,6
34005150008,6
34005170001,5
34025255004,8
34021035015,7
34021035011,7
34021035014,8
34021035013,7
34021035019,8
34021035012,7
34021035016,8
34021035017,7
34021035018,7
34021035002,7
34021035008,7
34021015052,8
34021060008,8
34021060002,8
34021060005,8
34021015025,8
34021015007,7
34021015033,8
34021015001,8
34021015047,8
34021015060,8
34021015051,8
34021015061,8
34021015064,8
34021015035,8
34021015006,8
34021015041,8
34021015026,8
34021015016,8
34021010018,7
34021015023,8
34021015017,7
34021015013,7
34021055S01,7
34021055E05,7
34021055S04,7
34021015011,7
34021055S09,7
34005015103,8
34005070001,7
34005095003,5
34005080005,5
34005080001,5
34021015032,8
34021015044,8
34021015021,8
34021015058,8
34021055W11,7
34005075103,7
34005075202,7
34005075101,7
34005075102,7
34005075201,7
34021015010,8
34021015036,8
34021015056,8
34021015019,8
34021015002,8
34021015043,8
34021015042,8
34021060004,8
34005030011,5
34005030012,5
34005030013,5
34005030016,5
34005030017,5
34005075303,7
34021065015,8
34021065007,8
34005075203,5
34005175002,5
34005055001,5
34005055002,5
34005120004,5
34005055004,5
34005055003,5
34005155001,5
34005115014,5
34005115018,5
34005050201,5
34005050206,5
34005115017,5
34005115019,5
34005050202,5
34005050203,5
34005050304,5
34005125014,5
34005125025,5
34005125005,5
34005125018,5
34005090005,5
34005030014,5
34005030008,5
34005025303,5
34005030009,5
34005030018,5
34005030015,5
34005190005,5
34005120007,5
34005125024,5
34005125019,5
34005120006,5
34005120005,5
34005060002,5
34005060003,5
34005125002,5
34005115020,5
34005192034,5
34005192036,5
34005192035,5
34005120001,5
34005190003,5
34005120002,5
34005090002,5
34005950010,5
34005125016,5
34005125027,5
34005105006,5
34005090001,5
34005125020,5
34005080004,5
34005090004,5
34005190002,5
34005190001,5
34005105005,5
34005105002,5
34005125021,5
34005125022,5
34005125023,5
34005190004,5
34005105015,5
34005125012,5
34005125004,5
34005105008,5
34005065025,5
34005192021,5
34005192028,5
34005192024,5
34005192022,5
34005115016,5
34005125015,5
34005125011,5
34005115015,5
34005192033,5
34005192032,5
34005030019,5
34005060007,5
34005060006,5
34005192002,5
34005115012,5
34005115013,5
34005105009,5
34005105017,5
34005105001,5
34005025203,5
34005030005,5
34005030007,5
34005025402,5
34005025202,5
34005025401,5
34005030006,5
34005125007,5
34005125009,5
34005125001,5
34005125010,5
34005065012,5
34005065005,5
34005065006,5
34005065023,5
34005125017,5
34005065009,5
34005125013,5
34005065013,5
34007043028,5
34005192001,5
34005192005,5
34005192004,5
34005030004,5
34005192031,5
34005192018,5
34005192015,5
34005192006,5
34005192016,5
34005192014,5
34005192010,5
34005192003,5
34005192019,5
34005192023,5
34005060005,5
34005030002,5
34005030001,5
34005050204,5
34005045006,5
34005060008,5
34005192009,5
34005192029,5
34005192013,5
34005030003,5
34005045004,5
34005045005,5
34005060004,5
34005192008,5
34005192030,5
34005192012,5
34005192025,5
34005192007,5
34005155007,5
34005155005,5
34005155006,5
34005060001,5
34005010001,5
34005010002,5
34005192026,5
34005192017,5
34005010003,5
34005192027,5
34005192020,5
34005025403,5
34005025201,5
34005025103,5
34005025102,5
34005120003,5
34005095005,5
34005095004,5
34021055W10,7
34021055W01,7
34021055W05,7
34021055W07,7
34021055W14,7
34021055W12,7
34021055W16,7
34021055W04,7
34021055W08,7
34021055W15,7
34021055W13,7
34021055W03,7
34021055N05,7
34021035010,7
34021035009,7
34021055N01,7
34021035006,7
34021035021,7
34021035001,7
34021035020,7
34021055W09,7
34021055N03,7
34021035005,7
34021010007,7
34021010015,7
34021010011,7
34021035003,7
34021055N04,7
34021010023,7
34021010022,7
34021010028,7
34021010025,7
34021010012,7
34021010017,7
34021010004,7
34021010005,7
34021010013,7
34021010027,7
34021010002,7
34021010021,7
34021010008,7
34021010001,7
34021055N11,7
34021055N02,7
34021055N07,7
34021055E01,7
34021055E04,7
34021015012,7
34021055S06,7
34021015005,7
34021015004,7
34021055N08,7
34021055N06,7
34021055S03,7
34021055S07,7
34021055N09,7
34021015018,7
34021055E09,7
340210055E7,7
34021055E08,7
34021055E02,7
34021055E06,7
34021055S02,7
34021055S08,7
34021015039,7
34021055S05,7
34021055W06,7
34021055N10,7
34021055N12,7
34021055E03,7
34021040003,7
34021040001,7
34021010020,7
34021010014,7
34021030011,7
34021010003,7
34021010016,7
34005200001,6
34005150002,6
34005145001,6
34021015015,8
34021015048,8
34021015054,8
34021015034,8
34021015027,8
34023090003,8
34023090011,8
34023090012,8
34021065014,8
34021015062,8
34021015020,8
34021015059,8
34021015040,8
34021005009,8
34021005010,8
34021005011,8
34025010001,8
34025010002,8
34021015050,8
34021015028,8
34021060007,8
34021065011,8
34021065012,8
34021060009,8
34021060006,8
34021065001,8
34021065005,8
34021015055,8
34021015009,8
34021015045,8
34021015057,8
34021015053,8
34021005008,8
34021005013,8
34021005004,8
34021005005,8
34021005002,8
34021015022,8
34021015030,8
34021015003,8
34021065010,8
34021065008,8
34021050006,8
34021020002,8
34021020001,8
34021020004,8
34021020003,8
34023065106,8
34021005012,8
34021005015,8
34021005016,8
34023065103,8
34027135006,10
34027190013,9
34027190008,9
34027135010,9
34027135009,9
34027135011,9
34035005004,10
34035005007,10
34035005006,10
34035005008,10
34035005009,10
34035030022,10
34035030017,10
34027035002,10
34027135013,9
34035100003,10
34035100004,10
34035030024,10
34035020006,10
34035020003,10
34035020007,10
34035030015,10
34035005003,10
34019120001,9
34035035001,10
34035015005,10
34035030006,10
34035010022,10
34035010021,10
34035010004,10
34035030028,10
34035090008,10
34035090003,10
34035090004,10
34035090007,10
34035090005,10
34035030011,10
34035030026,10
34035005005,10
34019030005,9
34019030006,9
34019120005,9
34019110003,9
34019120002,9
34035100007,10
34027065004,10
34035100011,10
34027082001,10
34035030027,10
34035030021,10
34035030007,10
34035030018,10
34035030013,10
34035075001,10
34035005001,10
34035075002,10
34027135022,10
34027030001,10
34027035001,10
34027135001,10
34027135002,10
34027135003,10
34027135004,10
34035010015,10
34035010019,10
34035100006,10
34035010017,10
34035010009,10
34035010006,10
34035010011,10
34035010010,10
34035100002,10
34035030004,10
34035030029,10
34035030032,10
34035030019,10
34035065007,8
34035050001,8
34035050026,8
34035065009,8
34035010012,10
34035010008,10
34035030030,10
34035030025,10
34035050002,10
34035050017,10
34035050016,10
34035100005,10
34035100012,10
34035040220,10
34035040219,10
34035040551,10
34035040222,10
34035025010,10
34035030016,10
34035030033,10
34035030031,10
34035030036,10
34035030035,10
34035080005,10
34035050027,8
34035050009,8
34035060001,10
34035040327,8
34035025013,9
34035050028,10
34019030004,9
34019070002,9
34019030003,9
34019030009,9
34019030012,9
34027035005,10
34027135005,10
34019025001,9
34035025006,10
34035030001,10
34035030002,10
34035080002,10
34035025015,10
34035025003,10
34035025005,10
34019025002,9
34019030002,9
34019030008,9
34019060001,9
34035025016,10
34035025007,10
34019110002,9
34019110004,9
34019110010,9
34035025011,9
34035025009,9
34035025014,9
34019110012,9
34035000005,10
34035100013,10
34023085207,10
34023055002,10
34023055001,10
34035045003,10
34035025002,9
34019110015,9
34019110009,9
34019110013,9
34019110008,9
34019110016,9
34019110007,9
34019105001,9
34019105012,9
34019105002,9
34027135007,10
34035065008,8
34019105006,7
34019105017,7
34019105021,7
34019105019,7
34019105004,9
34019105020,9
34019105015,9
34019045002,9
34019045001,9
34019110005,9
34019110014,9
34019105014,7
34019105009,7
34019105007,7
34027190006,9
34027190009,9
34027190011,9
34019120004,9
34019120003,9
34041080004,9
34041040001,9
34019030010,9
34019070003,9
34027135019,9
34027135016,9
34027135021,9
34041040007,9
34027190010,9
34035040221,10
34035040550,10
34035040437,8
34035040214,10
34035040548,10
34035040435,8
34035040442,10
34035040549,10
34035040523,10
34035050013,10
34035050033,10
34035050015,10
34035050006,10
34035040211,10
34035040212,10
34035055003,10
34035055002,10
34035040102,8
34023105007,8
34035040103,8
34035030008,10
34035055007,10
34035055006,10
34035050005,10
34035055005,10
34035040438,8
34035040439,8
34023075018,8
34023075015,8
34035040440,8
34035040441,8
34023075027,8
34023075019,8
34023075002,8
34035040443,8
34035040546,10
34035020004,10
34035040217,10
34035040218,10
34035040216,10
34023105024,8
34035040104,8
34023105009,8
34023105005,8
34035040105,8
34023105006,8
34035050014,8
34035065017,8
34035050004,8
34035050023,8
34035065012,8
34035050018,8
34035050022,8
34035050020,8
34035050011,8
34035040110,8
34023085210,10
34023085310,10
34035030020,10
34035040547,10
34035055004,10
34035050029,10
34035050021,10
34023085304,10
34035040436,10
34035050025,8
34035050012,10
34035055001,10
34035030003,10
34035090009,10
34035090006,10
34035090012,10
34035065005,8
34035065006,8
34035080001,10
34035040106,8
34035040107,8
34035040108,8
34035050024,10
34035050032,10
34035050019,10
34035065010,8
34035040109,8
34035090001,10
34023075003,8
34035065011,8
34035080004,10
34035090002,10
34035090011,10
34035080003,10
34035030005,10
34035030034,10
34035090010,10
34023105008,8
34023105022,8
34023075017,8
34035040333,8
34035040331,8
34035040330,8
34023075012,8
34023075022,8
34023075009,8
34023075005,8
34023075026,8
34023075025,8
34023105021,8
34023105018,8
34023105011,8
34023105012,8
34023075021,8
34035040332,8
34035040334,8
34035095001,10
34035095003,10
34035020001,10
34035095002,10
34035040213,10
34023085309,10
34023085308,10
34023055009,10
34023055004,10
34023055006,10
34023055003,10
34035030009,10
34035045004,10
34023055010,10
34035040215,10
34035020002,10
34035020005,10
34035030012,10
34023085204,10
34023085108,10
34023085106,10
34023015003,10
34023015006,10
34035010005,10
34035015006,10
34027090003,10
34027090004,10
34027090001,10
34027090005,10
34027160017,10
34027160013,10
34027090002,10
34035015003,10
34035010002,10
34035015002,10
34035010001,10
34035010003,10
34035015007,10
34035015001,10
34027160018,10
34027110013,10
34027110014,10
34027110011,10
34035010007,10
34027160014,10
34027160012,10
34027082002,10
34027160004,10
34027160008,10
34027160015,10
34027160001,10
34027160019,10
34027110016,10
34035015004,10
34027110017,10
34027110018,10
34027110022,10
34027160009,10
34027180402,10
34027180401,10
34035010024,10
34035010023,10
34027180406,10
34027180303,10
34027180405,10
34027180404,10
34027180403,10
34027110002,10
34027110001,10
34027115005,10
34027120402,10
34027110019,10
34027120401,10
34027110020,10
34027120302,10
34027160003,10
34027115003,10
34027120301,10
34027120303,10
34027120403,10
34027120103,10
34027120203,10
34027120202,10
34037035001,11
34037065001,12
34037065002,12
34037090012,12
34037090007,12
34037090010,12
34037090003,12
34037030001,12
34037045002,12
34037055002,12
34037055001,12
34037055003,12
34037065003,12
34037120003,12
34037120002,12
34037120008,12
34037070002,11
34037010004,11
34037010003,12
34037020006,12
34037090006,12
34037090004,12
34037060007,12
34037060010,12
34037060002,12
34037120005,12
34037120004,12
34027070006,12
34027070004,12
34037090013,12
34027070008,12
34037010001,12
34037010002,12
34037090008,12
34037110001,12
34027070014,12
34027070012,12
34037105001,12
34037120007,12
34037070001,11
34037060005,12
34037060008,12
34037070003,11
34037110004,12
34037085001,11
34037025002,11
34037025001,11
34037110002,12
34037110018,12
34037110011,12
34037015001,11
34037050003,11
34037050004,11
34037075002,11
34037010005,11
34037005001,11
34037035004,11
34037020003,11
34037050001,11
34037075003,11
34037075004,11
34037075001,11
34037075006,11
34037100003,11
34037110005,12
34037035003,11
34037075005,11
34037090001,12
34027070007,12
34037090011,12
34037080002,12
34037080001,12
34027070005,12
34037090009,12
34037060001,12
34037060003,12
34037060009,12
34037060011,12
34027175402,12
34027175401,12
34027175404,12
34037120006,12
34037110010,12
34037110014,12
34037110013,12
34037110019,12
34025105004,8
34025105005,8
34025105002,8
34025105006,8
34025155030,8
34023077608,8
34025130020,8
34025130024,8
34025130019,8
34025130009,8
34025130004,8
34025130003,8
34025130023,8
34023077510,8
34023065307,8
34023065305,8
34023077306,8
34023077307,8
34025140009,8
34023077208,8
34023077202,8
34025140004,8
34025155045,8
34025155001,8
34025155020,8
34025155022,8
34025155031,8
34025155014,8
34025155011,8
34025155012,8
34025155032,8
34025155018,8
34025200006,8
34025225002,8
34025155010,8
34025200008,8
34025ZZZZZZ,8
34039020102,10
34039020105,10
34039020104,10
34039020107,10
34039020108,10
34025085002,8
34025085001,8
34025085003,8
34025140010,8
34025140002,8
34025140005,8
34023077507,8
34023077207,8
34025140024,8
34025140008,8
34025140012,8
34025140018,8
34025140016,8
34025130007,8
34025140015,8
34025155036,8
34025155034,8
34023065304,8
34025130021,8
34025130022,8
34025130001,8
34025140019,8
34025140027,8
34025140023,8
34023065310,8
34023065309,8
34023065306,8
34025080004,8
34025080020,8
34025080018,8
34025095004,8
34025080009,8
34025080026,8
34025080013,8
34023065302,8
34023065303,8
34023065301,8
34023120005,8
34023120006,8
34023077602,8
34023077404,8
34023077405,8
34023077407,8
34023077509,8
34023077401,8
34023077409,8
34023077403,8
34025155023,8
34025047002,8
34025090005,8
34023080105,8
34023095006,8
34023100202,8
34025140013,8
34025155043,8
34025155041,8
34025155040,8
34025155035,8
34025140025,8
34025047006,8
34025047004,8
34025003013,8
34025145004,8
34025140026,8
34025047008,8
34025155005,8
34025155019,8
34025155044,8
34025155039,8
34025155038,8
34025210002,8
34025247002,8
34025247001,8
34025082007,8
34025082005,8
34025082011,8
34025082017,8
34025090006,8
34025155002,8
34025065001,8
34025210001,8
34025025002,8
34025003001,8
34025003005,8
34025003012,8
34025003011,8
34025003010,8
34025003009,8
34023120002,8
34023120007,8
34023120001,8
34023120004,8
34023077204,8
34023077406,8
34025130012,8
34025025004,8
34025025001,8
34025025003,8
34025210005,8
34023115010,8
34023095033,8
34023095028,8
34023077606,8
34023077605,8
34023077505,8
34023077508,8
34023077506,8
34025050001,8
34025125001,8
34025125008,8
34025125002,8
34025165001,8
34025210004,8
34025090001,8
34025090002,8
34025090007,8
34025065002,8
34025065005,8
34025190001,8
34025065004,8
34025065003,8
34025065006,8
34025247004,8
34025247006,8
34025005001,8
34025015006,8
34025015007,8
34025120001,8
34025185016,8
34025185020,8
34029070007,6
34029070014,6
34029070008,6
34029035003,6
34029035034,6
34029035009,6
34029035004,6
34029035010,6
34029035060,6
34029025137,6
34029110001,6
34029050001,6
34029050002,6
34029110002,6
34029055021,8
34029055013,8
34029055031,8
34029020002,6
34029020001,6
34029070021,8
34025095003,8
34025095025,8
34025095022,8
34025095007,8
34029055002,8
34029035049,6
34029035024,6
34029035059,6
34029035043,6
34029070029,6
34029070020,6
34029035050,6
34029035044,6
34029035052,6
34029070041,8
34029070016,8
34029070026,6
34029070042,6
34029070005,6
34025095029,8
34025095013,8
34025095001,8
34025095010,8
34025095031,8
34025095030,8
34025047003,8
34025140001,8
34025140014,8
34025140006,8
34025047007,8
34025047001,8
34025095027,8
34025170020,8
34025185022,8
34025170019,8
34029070035,8
34029090002,6
34029070017,6
34029070036,6
34029070027,6
34029070004,6
34029070012,6
34029055018,8
34029055019,6
34029025421,6
34029035014,6
34029055022,6
34029055005,8
34029055026,8
34029090031,6
34029090037,6
34029090005,6
34029075002,6
34029035056,6
34029035057,6
34029035039,6
34029035023,6
34029035028,6
34029035035,6
34029035022,6
34029070030,6
34029070023,6
34029070031,6
34029070034,6
34025200001,8
34025200002,8
34025200005,8
34025045002,8
34025045001,8
34025135001,8
34025135003,8
34025260011,8
34025260009,8
34025260016,8
34029025331,6
34025260018,8
34025260017,8
34029055007,8
34029055008,8
34025260002,8
34025260014,8
34025260012,8
34025260008,8
34025095008,8
34029055027,8
34029055009,8
34025095016,8
34025245003,8
34025135004,8
34025095017,8
34025095009,8
34025095011,8
34025095005,8
34029030036,6
34029030008,6
34029030019,6
34029030045,6
34029070019,6
34029070022,6
34029070018,6
34029070015,6
34029070037,6
34029070028,6
34029030041,8
34029030001,8
34029030016,6
34029070009,6
34029070013,8
34029030050,6
34025095026,8
34029030046,6
34029030021,6
34029030020,6
34029030056,8
34029030017,8
34029030027,8
34029030054,8
34025070001,8
34025095002,8
34029030039,8
34025095015,8
34029030029,8
34025095019,8
34025095018,8
34029020004,6
34029020007,6
34029020005,6
34029123004,6
34029123003,6
34029030023,6
34029030057,6
34029030030,6
34029030003,6
34029030024,6
34029030031,6
34029123001,6
34029030028,6
34029030048,6
34029030047,6
34029035017,6
34029035061,6
34029035046,6
34029035055,6
34029145003,6
34029025301,6
34029120006,6
34029120002,6
34025045003,6
34029030026,6
34029095001,6
34029070011,8
34029070001,6
34029055015,8
34029120004,6
34029120005,6
34029120003,6
34029120001,6
34029120010,6
34029055032,8
34029055025,8
34029055012,8
34029035002,6
34029035001,6
34029035036,6
34029090010,6
34025080011,8
34029055006,8
34029055016,8
34029070006,6
34029070043,6
34029030002,6
34029030042,6
34029030011,6
34025080002,8
34025095032,8
34025095014,8
34029030038,6
34029030022,6
34029030052,6
34029030014,6
34029035058,6
34029035030,6
34029035048,6
34029070032,6
34029090029,6
34029065001,6
34029090001,6
34029090008,6
34029090011,6
34029090012,6
34029090007,6
34029090006,6
34029090018,6
34029090019,6
34029090015,6
34029025424,6
34029025425,6
34029025423,6
34029090039,6
34029090028,6
34029035006,6
34029035037,6
34029035021,6
34029035025,6
34029035051,6
34029090004,6
34029035063,6
34029035013,6
34029090024,6
34029090033,6
34029090003,6
34029025418,6
34029035040,6
34029145001,6
34029025414,6
34029025326,6
34029025428,6
34029025330,6
34029025319,6
34029025438,6
34029025410,6
34029025412,6
34029025313,6
34029090032,6
34029090036,6
34029090038,6
34029035018,6
34029020006,6
34029090034,6
34029090027,6
34029090025,6
34029090020,6
34029090030,6
34029090035,6
34029090014,6
34029090013,6
34029090017,6
34029025409,6
34029025308,6
34029145002,6
34029025329,6
34029025327,6
34029020003,6
34029070033,6
34029035047,6
34029070038,6
34029070039,6
34029035062,6
34029035045,6
34029090022,6
34029090023,6
34029090021,6
34025080021,8
34025080015,8
34025095021,8
34025095028,8
34029055017,8
34025080010,8
34025080025,8
34025080003,8
34025080017,8
34025075002,8
34025075003,8
34025080006,8
34025080014,8
34025095024,8
34029055010,8
34029055029,8
34029055034,8
34025130013,8
34025130017,8
34025130026,8
34025130006,8
34025080005,8
34025080012,8
34025130027,8
34025130025,8
34025075001,8
34029055033,8
34025140020,8
34025060001,8
34029055028,8
34025140028,8
34025130016,8
34025130014,8
34025130015,8
34025130011,8
34025130005,8
34025130010,8
34025080007,8
34025095020,8
34025080016,8
34025130002,8
34025075004,8
34025075005,8
34025075006,8
34023065311,8
34025095023,8
34029055030,8
34025095006,8
34025095012,8
34025140022,8
34025140017,8
34025140007,8
34025140011,8
34025140021,8
34025080001,8
34025075007,8
34025130008,8
34029120009,6
34029120012,6
34029120014,6
34029120011,6
34029120013,6
34029035041,6
34029035012,6
34029035053,6
34029120015,6
34029035011,6
34029035042,6
34029035038,6
34029123002,6
34029030013,6
34029035033,6
34029120016,6
34029120008,6
34029030005,6
34029010001,6
34029030018,6
34029075001,6
34029130001,6
34029035019,6
34029035027,6
34029035054,6
34029035029,6
34029035005,6
34029035007,6
34029035016,6
34029035031,6
34029035032,6
34029035008,6
34029030055,6
34029030025,6
34029030053,6
34029030007,6
34029030010,6
34029030037,6
34029035026,6
34029105001,6
34029135001,6
34029135002,6
34029030051,6
34029030012,6
34029030032,6
34029030006,6
34029030034,6
34029030004,6
34029030009,6
34029035020,6
34029030044,6
34029030040,6
34029030015,6
34029035015,6
34029030033,6
34029070024,6
34029070003,6
34029030035,6
34029030043,6
34029030049,6
34029120007,6
34025185011,8
34025185002,8
34025225003,8
34025225001,8
34025115006,8
34025200009,8
34025055002,8
34025247015,8
34025230001,8
34025055001,8
34025035004,8
34025235001,8
34025240002,8
34025260005,8
34025260006,8
34025260010,8
34025245002,8
34025220001,8
34025170016,8
34025260003,8
34025035003,8
34025170004,8
34025055008,8
34025055003,8
34025055007,8
34025265006,8
34025265001,8
34025100001,8
34025185004,8
34025185003,8
34025015001,8
34025015009,8
34025015005,8
34025015008,8
34025055005,8
34025055009,8
34025055004,8
34025055006,8
34025170013,8
34025185021,8
34025185012,8
34025247010,8
34025125012,8
34025185019,8
34025247009,8
34025247013,8
34025247005,8
34025247007,8
34025185015,8
34025185018,8
34025185014,8
34025247014,8
34025115002,8
34025115004,8
34025200004,8
34025200003,8
34025200007,8
34025260015,8
34025040001,8
34025170002,8
34025170001,8
34025170014,8
34025170010,8
34025185013,8
34025185017,8
34025247012,8
34025247011,8
34025170018,8
34025170006,8
34025170015,8
34025170017,8
34025135002,8
34025190004,8
34025115001,8
34025172001,8
34025170007,8
34025170005,8
34025170012,8
34025172003,8
34025170008,8
34025170011,8
34025260001,8
34025260004,8
34025260019,8
34025260013,8
34025170009,8
34025185006,8
34025185010,8
34025185008,8
34025185007,8
34025220002,8
34025240003,8
34025245001,8
34025245005,8
34025265002,8
34025035002,8
34025035001,8
34025185005,8
34025015002,8
34025260007,8
34025115003,8
34025115005,8
34025185001,8
34025155042,8
34025155025,8
34025247008,8
34025247003,8
34025240004,8
34025245004,8
34025240001,8
34025172002,8
34025030002,8
34025172004,8
34025015003,8
34025035005,8
34025030001,8
34025040004,8
34025040003,8
34025040002,8
34025015004,8
34025170003,8
34025125010,8
34025265005,8
34025265004,8
34025125004,8
34025265003,8
34025125003,8
34025125007,8
34025125006,8
34025125009,8
34025115007,8
34025190002,8
34025125014,8
34025190005,8
34025190003,8
34025125013,8
34025125017,8
34025125015,8
34025125005,8
34025125011,8
34025125016,8
34025185009,8
34013010108,10
34013010314,10
34013010107,10
34013065406,10
34013065403,10
34013040001,10
34013065303,10
34039080019,10
34039080018,10
34039080023,10
34039080017,10
34023025001,10
34023025066,10
34039010101,10
34039080021,10
34039080015,10
34023025050,10
34013040002,10
34013010104,10
34013040008,10
34013010103,10
34013010109,10
34013010110,10
34013010102,10
34013010105,10
34013010111,10
34013010112,10
34013065401,10
34013040004,10
34013065206,10
34013010207,10
34013010210,10
34013010202,10
34013010201,10
34013010203,10
34013100006,10
34013100011,10
34013100008,10
34013100009,10
34013065208,10
34013065106,10
34013065103,10
34013065105,10
34013065108,10
34013065104,10
34013010205,10
34013010204,10
34013065107,10
34013065109,10
34031010120,10
34013025003,10
34031010112,10
34031010113,10
34025003006,8
34025003007,8
34039060203,10
34023025047,10
34023025057,10
34023025063,8
34023025074,10
34023025018,10
34023025016,10
34039060209,10
34039060206,10
34039060210,10
34039060208,10
34039060211,10
34039080020,10
34039060207,10
34039060105,10
34039060107,10
34023110003,10
