GEOID20,District
34009025102,1
34009055013,2
34009020008,1
34009080002,1
34009080001,1
34009035102,1
34009035101,1
34009030016,1
34009020005,1
34009035204,1
34009035203,1
34009075004,1
34009075005,1
34009075002,1
34009075001,1
34009025302,1
34009030014,1
34009030013,1
34009075003,1
34009025301,1
34009025107,1
34009035202,1
34009035201,1
34009140004,1
34009140003,1
34009065001,1
34009140002,1
34009025204,1
34009025203,1
34009010003,1
34009060001,1
34009010001,1
34009010002,1
34009025306,1
34009025309,1
34009025307,1
34009025308,1
34009025202,1
34009025206,1
34009025210,1
34009025104,1
34009025106,1
34009025304,1
34009025305,1
34009025207,1
34009025101,1
34009025303,1
34009025201,1
34009025209,1
34009025208,1
34009025109,1
34009025105,1
34009060002,1
34009025205,1
34009025103,1
34009140005,1
34009140001,1
34009035104,1
34009035103,1
34009040105,2
34009040302,2
34009040303,2
34009040304,2
34009040205,2
34009045002,2
34009040405,2
34009040305,2
34009040404,2
34009040301,2
34001042203,4
34001065004,3
34001042102,4
34001060008,4
34001115002,3
34001060001,3
34001060012,3
34001060002,4
34001060006,3
34001060009,4
34001040010,4
34007180204,5
34001025004,3
34007180101,3
34001065005,3
34001065006,3
34001055003,4
34007175005,5
34007175001,5
34001065007,3
34007025005,5
34007180302,5
34007175008,5
34007030002,5
34005065022,5
34007025003,5
34001040012,4
34001060010,4
34001055010,4
34001055011,4
34001055017,4
34001055006,4
34001055012,4
34001040011,4
34001040019,4
34001040009,4
34001040020,4
34001040015,4
34001055013,4
34001040017,4
34001040022,4
34001040021,4
34001042201,4
34001055016,4
34001055005,4
34001040016,4
34001040003,4
34001005202,4
34001005203,4
34001090202,4
34001040014,4
34001095102,4
34001095101,4
34001090203,4
34001040008,4
34001005102,4
34001095203,4
34001095202,4
34001040013,4
34001005103,4
34001005201,4
34001040007,4
34001042101,4
34001042202,4
34001060004,4
34001090104,4
34001110002,4
34001090103,4
34001110004,4
34001090201,4
34001110001,4
34001010604,4
34029003001,6
34029003011,6
34029150001,4
34029102003,6
34029080004,4
34029080006,4
34029080010,4
34029150015,6
34029080012,4
34029080016,4
34029080009,4
34029085001,4
34029140001,4
34029150002,4
34029155001,4
34029150003,4
34029045001,4
34029080015,4
34029015001,4
34029150014,6
34029080003,4
34001015201,4
34001010101,4
34001010103,4
34001010201,4
34001010102,4
34001010304,4
34029003013,6
34029150009,6
34029150019,6
34029003009,6
34029150007,6
34029150010,6
34029150008,6
34029150020,6
34029150004,4
34029150013,4
34029003010,6
34029150021,6
34029150016,4
34029150017,4
34029150012,6
34029150006,6
34029003003,6
34029150011,6
34029003015,6
34029003014,6
34027045201,10
34027195004,10
34027045101,10
34027195003,10
34027045203,10
34005150005,6
34005150004,6
34005150003,6
34029115002,6
34027065002,10
34027025001,10
34027095004,10
34027095003,10
34027082006,10
34027065003,10
34027082005,10
34039005003,10
34039005010,10
34039005004,10
34039005002,10
34027082004,10
34035100009,10
34035105004,10
34035105001,10
34035105002,10
34035100008,10
34039005005,10
34027082003,10
34027100002,10
34027100003,10
34027195005,10
34035100001,10
34035100010,10
34035010020,10
34035010018,10
34035010014,10
34035010013,10
34027045102,10
34027045103,10
34027160005,10
34027160007,10
34027160006,10
34027045303,10
34027045202,10
34027045302,10
34027045403,10
34027045401,10
34027045301,10
34027045402,10
34027175103,10
34027160016,10
34027160002,10
34027175102,10
34027185001,10
34027175101,10
34027175104,10
34027170005,10
34027040301,10
34027040403,10
34027170003,10
34027040203,10
34027065001,10
34027110012,10
34027110021,10
34027110015,10
34027160010,10
34027160011,10
34027180201,10
34027100001,10
34029115005,6
34027110010,10
34027110009,10
34027110007,10
34027110008,10
34027120404,10
34027120102,10
34027120101,10
34027110006,10
34027120104,10
34027120201,10
34027110004,10
34027110003,10
34027060001,10
34027060008,10
34027060002,10
34027060003,10
34027110023,10
34027145001,10
34027040401,10
34027145002,10
34027145039,10
34027145004,10
34027040402,10
34027170004,10
34027040202,10
34027040302,10
34027040303,10
34027115001,10
34027115004,10
34027115006,10
34027115002,10
34027145006,10
34027145009,10
34027145037,10
34027145012,10
34027145010,10
34027145005,10
34027145008,10
34027145007,10
34027125005,10
34027040101,12
34027125001,10
34041065001,11
34041045001,11
34041065002,11
34041020003,11
34041020002,11
34041020004,11
34041020005,11
34025160004,8
34025205001,8
34025160003,8
34027180205,10
34027180202,10
34041020001,11
34037115001,11
34041030002,11
34041060001,9
34041030001,11
34041005004,11
34041005001,11
34041005002,11
34029115003,8
34029115006,6
34029115004,6
34029055024,8
34005095001,6
34005095002,5
34005020001,7
34027180204,10
34027013004,10
34037100002,11
34037100001,11
34037050002,11
34041005003,11
34037040002,11
34027135017,9
34027135020,9
34037040003,11
34037040004,11
34037035002,11
34037010006,11
34037020002,11
34037040001,11
34037020001,11
34027140001,10
34037095001,12
34037095002,12
34027140002,10
34037095003,12
34037020005,12
34027180101,12
34027180105,10
34037020004,12
34037060012,12
34037060006,12
34027180104,12
34027180102,12
34027180103,12
34037090002,12
34037090005,12
34037090014,12
34027130003,12
34027130002,12
34027130001,12
34037060004,12
34027070002,12
34027070003,12
34027070001,12
34027195002,12
34027175301,12
34037030002,12
34037030003,12
34037055007,12
34037055006,12
34037055005,12
34037045001,12
34027195001,12
34027175202,12
34027175201,10
34027175203,12
34027175304,12
34027175303,12
34027175302,12
34027170002,12
34027175204,12
34027070009,12
34027070010,12
34027170001,12
34027175403,12
34027175503,12
34027175501,12
34027175502,12
34027040201,12
34027180203,10
34027095002,10
34027035003,10
34027035004,10
34027040103,12
34027175504,12
34027180301,10
34027180304,10
34027180302,10
34027175601,12
34027175602,12
34027040102,12
34027135015,10
34027135008,10
34027180306,10
34027180305,10
34035000006,10
34035070005,10
34035070008,10
34035005002,10
34035025008,10
34027010003,12
34027175604,12
34027175603,12
34027070011,12
34031075001,12
34027070013,12
34037055004,12
34037110009,12
34037110012,12
34037110007,12
34037025004,12
34037025003,11
34003305012,12
34003305008,12
34003080004,10
34003040003,12
34003040002,12
34003305011,12
34003305010,12
34039060402,10
34035070015,10
34039060403,10
34035070013,10
34035070011,10
34035070006,10
34023085101,10
34035045001,10
34035045002,10
34003045003,12
34003045002,12
34003075102,12
34003075103,12
34003075101,10
34003075302,12
34003305005,12
34023015001,10
34023015002,10
34023085105,10
34023085102,10
34023085104,10
34023015005,10
34023015004,10
34003075301,10
34003075104,10
34003015009,12
34003075303,12
34003075304,12
34003300013,12
34003075404,10
34003265002,12
34003215001,12
34003215002,12
34003075402,10
34003075401,10
34003300014,12
34041060004,9
34041080005,9
34041080006,9
34041040002,9
34041040003,9
34041060003,9
34019090001,9
34003015012,12
34003300017,10
34003300015,12
34003300023,10
34003300016,10
34003300012,12
34003015011,12
34003300009,10
34003300010,12
34003300011,12
34037110017,12
34037110003,12
34003300008,10
34037110016,12
34037110020,12
34003220002,12
34003190001,12
34003220001,12
34037110006,12
34037110008,12
34041040005,9
34027190007,9
34041040006,9
34041040004,9
34041060002,9
34003300007,10
34003115506,12
34003260008,12
34003260006,12
34003260005,12
34003260004,12
34003115502,10
34023085401,10
34023085403,10
34023085107,10
34023085109,10
34003115504,12
34003115505,12
34003115304,10
34003115501,10
34003115405,10
34003115503,12
34003180004,12
34003115404,10
34003115403,10
34003115402,10
34003170006,10
34003170005,12
34003170001,12
34003270003,12
34003270004,12
34003230001,12
34003230006,12
34003230015,12
34003170007,10
34003285004,10
34003285005,10
34003270001,10
34003270002,12
34003285006,12
34003110007,12
34003255019,12
34003085004,12
34003085003,12
34003230016,12
34003285007,12
34003285008,12
34003285002,10
34003285003,10
34003285009,12
34003085009,12
34003285011,12
34003085008,12
34003067009,10
34029090016,6
34029090026,6
34003067008,12
34003067001,10
34003067010,10
34003067002,12
34003320002,12
34003320003,12
34003320001,12
34003005001,12
34003005002,12
34003067003,12
34031040303,12
34031040313,12
34023085201,10
34023055007,10
34023055008,10
34023055005,10
34023085307,10
34023085209,10
34023085202,10
34023085203,10
34023085206,10
34023085205,10
34031040309,12
34003085023,12
34031040505,12
34031040607,10
34031040606,10
34031040301,12
34031040608,10
34031040603,12
34031040605,12
34031020301,12
34031020103,12
34031020302,12
34031020202,12
34031020203,12
34031020401,12
34031040507,12
34031040602,12
34031040509,12
34031040611,10
34031040601,10
34031040609,10
34031040212,10
34031040211,12
34031040109,12
34031040101,12
34031040102,12
34031040104,12
34031010206,10
34023085306,10
34023085303,10
34023085302,10
34023085301,10
34023085305,10
34023085410,10
34023085404,10
34031040210,12
34031080005,10
34031040209,12
34031040508,12
34041070002,9
34041080001,9
34041115004,9
34041080002,9
34031075011,12
34031075012,12
34031075013,12
34023065112,8
34023065115,8
34023040004,8
34023065111,8
34023105001,8
34023040001,8
34019115001,7
34019035005,7
34019085003,7
34023070606,10
34023070604,10
34023070603,10
34023070602,8
34023070605,10
34023070503,8
34023070502,8
34023070501,8
34023070601,8
34035040326,10
34035050007,10
34031075010,12
34037110015,12
34031055003,12
34003165008,12
34003165009,12
34031060003,12
34031080002,10
34031080001,12
34031080004,10
34031080003,10
34031060001,12
34031070206,12
34031070205,12
34031070207,12
34031060005,12
34031040208,12
34031040207,12
34031060006,10
34031060002,12
34031060004,12
34031070403,12
34031070505,12
34031070404,12
34031070501,12
34031070502,12
34031070405,12
34031070406,12
34031070102,12
34031070201,12
34031070203,12
34031070202,12
34031070204,12
34031070101,10
34031070106,12
34027080401,12
34027080402,12
34027080201,12
34031070103,12
34027155004,12
34027155003,12
34027155002,12
34027155001,12
34013037005,10
34013037002,10
34027080301,12
34027080101,12
34027080202,12
34027080302,12
34013037003,10
34031075003,12
34031075004,12
34031075005,12
34031075002,12
34031075006,12
34027075003,12
34031005001,12
34027165002,12
34031005002,12
34031005005,12
34027105008,12
34027105006,12
34027105014,12
34027105017,12
34027105003,12
34027105012,12
34027105004,12
34027105011,10
34027105018,12
34027105007,10
34027105016,12
34027075004,12
34027075001,12
34027105015,12
34027145032,10
34027075007,12
34027010005,12
34027010004,12
34027105001,12
34027005201,12
34027005202,12
34027005401,12
34027005302,12
34027010002,12
34027005301,12
34027005102,12
34027005101,10
34027005402,12
34027145018,10
34027010001,12
34027125002,10
34027125003,10
34003080003,10
34003080002,10
34003075201,10
34003095010,10
34003095014,10
34003080001,10
34003075202,10
34003075403,10
34003095012,10
34003075203,10
34003075204,10
34003300020,10
34003300019,10
34003300022,10
34003300018,10
34003300021,10
34003300005,10
34003300004,10
34003300006,10
34003245004,10
34023065104,8
34023065212,8
34023065211,8
34023065105,8
34023065102,8
34023070403,8
34023070203,8
34023070401,8
34023070405,8
34023070504,8
34023065113,8
34023065208,8
34023065205,8
34023065101,8
34003020001,10
34003115305,10
34003115101,10
34003115102,10
34003115302,10
34003115303,10
34003115104,10
34003115301,10
34003115201,10
34003115401,10
34003115204,10
34003115205,10
34003115203,10
34003115202,10
34003155012,10
34023070207,8
34023070205,8
34023070206,8
34035040544,8
34035040545,8
34023070404,8
34003125006,10
34003125007,10
34003125008,10
34023075001,8
34023075006,8
34003155001,10
34003155011,10
34003155010,10
34003155009,10
34003285001,10
34003060001,10
34003025001,10
34003025002,10
34003105503,10
34003105502,10
34003105501,10
34003325003,10
34003105101,10
34003295001,10
34003105301,10
34003105103,10
34003105302,10
34023020004,8
34023075007,8
34023075013,8
34023075004,8
34023075016,8
34023075010,8
34023020027,8
34023105004,8
34023020034,8
34023075020,8
34023075023,8
34023075024,8
34023065107,8
34041115003,9
34041110001,9
34041115005,9
34041110002,9
34041085001,9
34003105402,10
34003105403,10
34003105201,10
34003105202,10
34031010308,10
34003105401,10
34003195009,10
34003160004,10
34003195010,10
34031010405,10
34031010401,10
34031010404,10
34031010304,10
34031010301,10
34031035205,10
34031035206,10
34023065215,8
34023065210,8
34023065109,8
34023065110,8
34023010003,8
34023010001,8
34031010306,10
34031010202,10
34031010204,10
34023075011,8
34023065114,8
34023065214,8
34031040610,10
34013080206,10
34031010123,10
34023065117,8
34023065116,8
34025255003,8
34025255001,8
34027135014,9
34035065019,8
34035065016,8
34027135018,9
34027135012,9
34025210006,8
34025210003,8
34025215001,8
34025165002,8
34025215002,8
34023030001,8
34023020010,8
34023020023,8
34027190002,9
34027190004,9
34027190001,9
34027190005,9
34027190003,9
34023065201,8
34023020039,8
34023020036,8
34023020014,8
34023020031,8
34023020038,8
34023020011,8
34023020003,8
34023115004,8
34023060002,8
34023060004,8
34023060008,8
34023060006,8
34023060009,8
34023060007,8
34023060001,8
34023060003,8
34031010210,10
34031010203,10
34031010207,10
34031010209,10
34031010205,10
34031010208,10
34031010114,10
34023020019,8
34023020032,8
34023020015,8
34023070204,8
34023070201,8
34023070202,8
34023070103,8
34023070102,8
34023070101,8
34023095030,8
34023095010,8
34023025012,10
34023125201,10
34023035013,10
34023035007,10
34023035008,10
34023025027,10
34023085406,10
34023025031,10
34023085405,10
34023085407,10
34023085208,10
34023085409,10
34023085402,10
34023110015,10
34023025077,10
34023025071,10
34023025005,10
34023025003,10
34023085103,10
34023110007,10
34025160007,8
34025255002,8
34021060003,8
34021005007,8
34021065016,8
34021005001,8
34021005014,8
34023110014,10
34023110006,10
34039060307,10
34039060306,10
34039060405,10
34035070009,10
34039060401,10
34039060404,10
34023075014,8
34023070402,8
34039060310,10
34035105005,10
34035070001,10
34023005009,10
34039045701,10
34035105003,10
34035070004,10
34035070002,10
34035070014,10
34039005011,10
34039005008,10
34039005006,10
34027025008,10
34039055004,10
34039055005,10
34039005009,10
34027025007,10
34027025002,10
34027025003,10
34039055010,10
34039055007,10
34039055008,10
34027025009,10
34013060016,10
34013060005,10
34013050010,10
34013050017,10
34027085003,10
34027055006,10
34027110005,10
34027085014,10
34027060007,10
34031080006,10
34025090003,8
34031080007,10
34027060004,10
34027060006,10
34031025003,10
34031025007,10
34031025009,10
34031010121,10
34031025006,10
34031025002,10
34031025001,10
34013065201,10
34027050007,10
34027060005,10
34027145011,10
34027145015,10
34027145013,10
34027145016,10
34027145017,10
34027145024,10
34027145020,10
34027145014,10
34027125004,10
34027145003,10
34027145019,10
34027060009,10
34013025008,10
34031025008,10
34031025004,10
34013025001,10
34013025002,10
34023040002,8
34023065202,8
34023040003,8
34031025005,10
34023065209,8
34023065203,8
34023065204,8
34023065308,8
34023065213,8
34023065207,8
34023065206,8
34027145023,10
34027145021,10
34027145028,10
34025160002,8
34025130018,8
34025080023,8
34025080019,8
34027145022,10
34027145038,10
34027145025,10
34027145030,10
34027145029,10
34027145031,10
34027145033,10
34027145034,10
34027105010,10
34027105009,10
34027050005,10
34027050006,10
34027145026,10
34027105002,10
34025160005,8
34025160001,8
34025160006,8
34029055020,8
34029055023,8
34027105013,10
34027105005,10
34029070040,6
34029070002,8
34029070025,8
34029070010,8
34013037004,10
34013075002,10
34013110102,10
34013027S06,10
34013110103,10
34019130002,7
34021010024,7
34021010026,7
34021010019,7
34021030002,7
34005192011,5
34005045001,5
34005155003,5
34005045002,5
34005045003,5
34005155002,5
34005155004,5
34005050101,5
34005050104,5
34005050103,5
34005050302,5
34005155008,5
34005050105,5
34005050102,5
34005050205,5
34005050106,5
34005050303,5
34005115009,5
34005050305,5
34005040011,5
34005040013,5
34005040012,5
34005040009,5
34005040010,5
34005040001,5
34005050301,5
34005050306,5
34005080002,5
34005080003,5
34005115006,5
34005115010,5
34005115003,5
34005115004,5
34005115005,5
34005115008,5
34005115007,5
34005115002,5
34005115011,5
34005125006,5
34005125008,5
34005100015,5
34005100016,5
34005065007,5
34005065021,5
34007043017,5
34007043045,5
34005125003,5
34007043007,5
34007043043,5
34007043016,5
34007043027,5
34007043044,5
34007043026,5
34007043039,5
34041110003,9
34041085002,9
34041105003,9
34041105002,9
34041105001,9
34041110004,9
34021030010,7
34021030009,7
34021030007,7
34021030004,7
34021030001,7
34021040002,7
34021030012,7
34021055W02,7
34021010010,7
34021010009,7
34021010006,7
34007043011,5
34007043031,5
34007043042,5
34007043040,5
34007043037,5
34007043022,5
34041050002,9
34041115001,9
34041115006,9
34041105004,9
34041110006,9
34023090008,8
34023090009,8
34023090002,8
34023090010,8
34023090004,8
34023090006,8
34023105026,8
34041025002,9
34019010004,9
34019065001,9
34023105015,8
34023010002,8
34019125002,9
34019125003,9
34019010001,9
34019010003,9
34041025001,9
34019125001,9
34021005003,8
34007043018,5
